Price,Condo_Fee,Neighbourhood,Size_m2,Rooms,Bathrooms,Garage_Spots,Published,Description
R$ 250.000,R$ 285 Condominio,"Park Sul, Brasília",27 m² tot.,1 quartos,1 banheiro,1 vaga,Publicado há 25 dias,"Arvoredo Imóveis vende Kit mobiliada no Ed. Parkstudios com 27m²! Vaga de garagem! No setor Park Sul. Fica próximo ao Casa Park, Park Shopping, prf, Asa Sul, epia, entre outros. Kitinete definida em três ambientes (quarto, cozinha, sala), São 27m². Condomínio com salão de festas bem estruturado, sala de reunião com internet wifi, ótima lavanderia, academia bem ampla e equipada, sauna. Localização privilegiada próxima a shoppings, hipermercados, concessionárias, estação do metrô, rodoviária interestadual. Mobiliada com: - Armários. - Fogão Cooktop. - Frigobar. - Micro-ondas. - Persiana. - Cama box com colchão. - Banheiro com box de vidro temperado. - Sofá - Mesa com cadeiras. - 1 vaga de garagem. *Obs: Inclusos no valor do condomínio: água, gás, internet condominial e acesso a academia. Ligue já e agende sua visita! Arvoredo Imóveis - fone>Ver dados /Ver dados. celulares> Ver dados / Ver dados /Ver dados. Horário de atendimento: 09hs às 18hs de segunda a sexta-feira. 09hs às 17hs no sábado. Ou pelo email>Ver dados. *observação importante: O valor referente à taxa condominial e itens inclusos no valor da taxa de condomínio informados podem sofrer alguma alteração, sem aviso prévio, e deverá, portanto, ser confirmado pelo interessado na compra, junto à administração do condomínio. - 22/01/2024"
R$ 530.000,R$ 680 Condominio,"Asa Norte, Brasília",56 m² tot.,2 quartos,2 ban.,"Shcgn 716 - asa norte. Temos o privilégio de apresentar este aconchegante apartamento, localizado na Asa Norte, que oferece conforto e praticidade para os moradores, com espaço bem distribuído e armários para organização. 55, 82m² distribuídos em: - Sala ampla integrada com varanda; - Cozinha equipada com armários e depurador de ar; - 2 Quartos com armários; - 1 Banheiro social com armários; - 1 Banheiro de serviço; - Área de serviço. A localização ao lado de uma praça com quadra poliesportiva, parquinho infantil e academia comunitária proporciona opções de lazer e atividades ao ar livre para os moradores. Aceita financiamento e fgts. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada, bem como eventual vaga de garagem anunciada que deverá ser confirmada, pois se trata de vaga vinculada, área comum ou estacionamento público cercado. Plantão de atendimento. Ligue agora e agende sua visita! - 16/02/2024",Publicado há 27 dias,
R$ 494.999,R$ 782 Condominio,"Águas Claras, Brasília",68 m² tot.,2 quartos,1 banheiro,1 vaga,Publicado há 27 dias,
R$ 690.000,R$ 550 Condominio,"Asa Sul, Brasília",64 m² tot.,2 quartos,1 banheiro,"Imóveis do df disponibiliza para venda: sqs 415 - 2 quartos - 64M² Lindo apartamento na sqs 415 bloco, 64m² com 2 quartos com armários, , sala, cozinha, banheiro, terceiro andar, todo reformado, piso e paredes em porcelanato, interfone, vazado, pilotis, prédio todo reformado, portaria 24 horas, prédio em meio de quadra, vista livre. Obs: Aceita Financiamento bancário. Marque sua visita: (61) 3026. 03Ver dados. Obs: Os preços e condições aqui divulgados, podem sofrer alterações sem prévio aviso, bem como a unidade aqui apresentada, pode não estar disponível para venda. Consulte o corretor para informações atuais. A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada, bem como eventual vaga(s) de garagem anunciada(s) que deverá(ão) ser confirmada(s) , pois se trata de vaga vinculada, área comum ou estacionamento público cercado",Publicado há 12 dias,
R$ 1.090.000,,"Noroeste, Brasília",70 m² tot.,2 quartos,3 ban.,2 vaga,Publicado há 12 dias,
R$ 1.190.000,,"Noroeste, Brasília",100 m² tot.,2 quartos,2 ban.,1 vaga,Publicado há 14 dias,
R$ 2.090.000,,"Noroeste, Brasília",155 m² tot.,4 quartos,6 ban.,2 vaga,Publicado há 30 dias,"Sqnw 309 Bloco D apartamento com lindos armários de altíssimo padrão- oportunidade de um exelente apartamento de 04 suítes vazado com ótimo preço - venha conhecer esse belíssimo imóvel. Visita Ver dados. R$ 2. 090. 000. Área Útil: 155, 00 m² Valor R$ /m²: 13. 483. Bairro: noroeste. Cidade: brasília. Quartos: 4. Suítes: 4. Garagens: 2. Condomínio R$: 1. 350. Detalhes. Venda de Apartamento Padrão. iptu R$: 3. 500. Aceita Financiamento: Sim. Posição do Sol: Perpendicular. Posição do Imóvel: Vazado. Andar do Apartamento: ° Andar alto. Total de Andar do Empreendimento: 6 Andares. Unidades no Andar: 2. Descrição. Excelente apartamento no noroeste, repleto de armários, andar alto, vagas soltas e muito mais! O imóvel esta situado em uma das quadras com o comercio bem estruturado, e quadra praticamente toda construída!! Apartamento é composto por: - cozinha integrada a uma sala de 3 ambientes, todos climatizados com ar-condicionado!! - 1° suite, com bastante armários e um banheiro bem espaçoso- 2° suite, bastante armários e um amplo banheiro- 3° suite, quarto bem amplo, repleto de armários, banheiro grande- 4° suite, suite master, com muito armário, nascente, banheiro com 2 cubas *Área de serviço com dce, dispensa, espaço grande pra passar roupa e armário auxiliar * garagem é composta com 2 vagas soltas * Área de lazer com piscina aquecida, espaço gourmet e academia, salão de festas, sauna apartamento todo equipado, oportunidade de um excelente negócio!! Visitas Ver dados. Obs. Fotos do apartamento no privado!!"
R$ 2.471.000,,"Noroeste, Brasília",242 m² tot.,4 quartos,4 ban.,4 vaga,Publicado há 8 dias,
R$ 1.892.000,,"Park Sul, Brasília",129 m² tot.,3 quartos,3 ban.,2 vaga,Publicado há 23 dias,"Pertencente a uma nova geração de condomínios conectados ao estilo de vida disruptivo das novas gerações, o Villaggio Park Sul possui um projeto diferenciado, composto por 4 torres residenciais, área de lazer equipada com ambientes voltados ao bem estar de toda a família. Venha conhecer o Villagio Park Sul, o empreendimento com melhor custo benefício da região. Oportunidade: -Sala ampla para dois ambientes; - Cozinha; -Área de serviço; -3 quartos sendo 1 suíte e duas semi suítes; -2 banheiros; -1 lavabo; -2 vagas de garagem cobertas. -Apartamento nunca habitado. Fachadas com revestimentos em acm, esquadrias e belos brises em alumínio. Vidros incolores com baixa transmissão térmica e pintura texturizada. - Segurança para sua família: O Villaggio Park Sul foi projetado para oferecer a tranquilidade que somente um condomínio fechado pode proporcionar aos seus moradores. - Pulmão de Segurança para Pedestres: Um sistema de proteção, fazendo com que o pedestre entre em uma “ante câmara”, monitorada por câmeras de segurança, antes de entrar na portaria central. - Pulmão de Segurança Para Veículos: Idealizado para evitar a entrada de pessoas estranhas ao condomínio junto ou depois que os veículos passem. - Geradores de Emergência. - Monitoramento Perimetral: Os muros serão monitorados por raios infravermelho. - Sensores de abertura de portas: As portas de entrada dos apartamentos possuirão sensores de controle se abertura de portas ligado a portaria. Itens de Lazer e Serviço: - Lounge de espera. - Parquinho infantil gramado. - Praça das babas. - Salão de festas. - Espaço Pet. - Academia completa. - Sauna, ducha e banheiros. - Mini campo de futebol. - Piscina Adulto com solárium. - Espaço Gourmet. - Piscina infantil semicoberta. - Paisagismo envolvente. - Brinquedoteca. - Área externa da brinquedoteca. - Hotspots com Wi-Fi. - Espaço Basquete. - 2 churrasqueiras. - 1 Churrasqueira premium. - spa com hidromassagem. - 6 vagas de uso comum com carregadores para veículos elétricos. - Car Wash com enchedor de pneus. - Lavanderia Premium. - Bike space com bancada equipada com enchedor de pneus. - Espaço faça você mesmo. - Lockers para encomendas. Quer saber mais? Ligue e agende sua visita 9 Ver dados Rosana Castro"
R$ 260.000,,"Sudoeste, Brasília",29 m² tot.,1 quartos,1 banheiro,1 vaga,Publicado há 3 dias,
R$ 1.240.000,R$ 980 Condominio,"Sudoeste, Brasília",91 m² tot.,3 quartos,3 ban.,1 vaga,Publicado há 20 dias,"Sqsw 102 - 03 quartos - vista livre espetacular Apartamento de 03 quartos, sendo 01 suíte completa com armários, proporcionando um convite irresistível à vida moderna e confortável. O outros 02 quartos possui amplo espaço com armários embutidos. A Sala, com ambientes integrados, é perfeita para receber amigos e familiares, criando um ambiente acolhedor e convidativo. O Banheiro Social, de design prático, complementa o espaço. A cozinha, equipada com armários planejados, garante praticidade e organização, incluindo Dependência Completa de Empregada (dce). Obs.: Vaga de Garagem, com armário, oferece uma solução conveniente para armazenar seus pertences com facilidade, agregando praticidade ao seu dia a dia. Localização: Localizado em uma área privilegiada no Sudoeste, este apartamento proporciona fácil acesso a parques, escolas, restaurantes e todas as conveniências da vida contemporânea. Benefícios: Ponto nobre do bairro, ao lado de comércios, bancos e shopping. Vista espetacular é acentuada pela iluminação natural, graças à posição estratégica de canto. Agende sua Visita! (Os preços e informações poderão sofrer mudanças sem aviso prévio. Por este motivo, solicitamos a confirmação com nossos consultores.)"
R$ 310.000,R$ 474 Condominio,"Águas Claras, Brasília",88 m² tot.,3 quartos,2 ban.,1 vaga,Publicado há 27 dias,"Residencial Beethoven - Areal. São 3 Quartos sendo 1 suíte. 1º andar, nascente. Prédio sem elevador. Garagem coberta. Ótima ventilação. Apartamento com piso porcelanato e alguns armários planejados. Documentação: Quitado, escriturado e registrado garagem na escritura! Lazer conta com um lindo Hall de entrada, academia, playground, salão de festas, espaço gourmet, bicicletário, sauna, brinquedoteca e quadra poliesportiva, ideal para desfrutar bons momentos com os amigos e a família. Localização privilegiada próximo a mercados, igrejas, farmácias, padarias, bares. Próximo à estação de metrô Arniqueiras, possibilitando maior conforto e comodidade para você e sua família. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada, bem como eventual vaga de garagem anunciada que deverá ser confirmada, pois se trata de vaga vinculada, área comum ou estacionamento público cercado. Plantão de atendimento. Ligue agora e agende sua visita! - 16/02/2024"
R$ 499.000,,"Noroeste, Brasília",100 m² tot.,1 quartos,1 banheiro,1 vaga,Publicado há 8 dias,
R$ 1.700.000,,"Noroeste, Brasília",130 m² tot.,3 quartos,4 ban.,2 vaga,Publicado há 28 dias,
R$ 685.000,R$ 680 Condominio,"Brasília, Distrito Federal",101 m² tot.,2 quartos,3 ban.,2 vaga,Publicado há 21 dias,
R$ 1.343.890,,"Noroeste, Brasília",80 m² tot.,2 quartos,3 ban.,2 vaga,Publicado há 20 dias,"* Outras opções no site. Www. apdf. com. br. * Real Le Parc * - sqnw 103 - Bloco D - Noroeste - df. * Localização privilegiada - (Próximo) - Rápido acesso às principais vias de entrada e saída do bairro. - Em frente ao Parque Burle Marx. * Áreas comuns entregues entregues mobiliadas e decoradas sem custo adicional. - Lazer luxuoso para o seu descanso, Piscina com Spa, Espaço Teen com jogos. - Espaço Gourmet, Churrasqueira, Academia e espaço funcional. - Salão de festas, Circuito p/ Pet, Brinquedoteca, * Construtora Real Engenharia alto padrão de acabamento. - Fachada em porcelanato e pele de vidro, Sistema de energia fotovoltaica. - Automação das áreas comuns, Sistema de segurança 24h, Iluminação em Led. * Apartamentos de 79, 77 à 86, 95 m² e Coberturas de 160, 82 à 168, 59 m². * ap. 4° Andar, 02 Quartos sendo 01 Suíte, 79, 77m² - Valor R$ 1. 343. 890, 00. - Piso em porcelanato 90x90cm, Sala ampla p/ 02 ambientes, Suíte c/ espaço para closet. - Área de serviço separada da cozinha, Banheiro de serviço, 02 Vagas+ Depósito. * Preço de tabela, Agende sua visita! * Valdiclei Senko - Creci 23. 249 - Tel: (61) 9. 8281. 1093. * Temos correspondentes bancários. * Avaliamos e vendemos seu imóvel."
R$ 680.000,R$ 622 Condominio,"Águas Claras, Brasília",106 m² tot.,3 quartos,1 banheiro,1 vaga,Publicado hoje,
R$ 2.750.000,R$ 1.900 Condominio,"Asa Sul, Brasília",238 m² tot.,4 quartos,4 ban.,1 vaga,Publicado há 17 dias,
R$ 5.413.721,,"Park Sul, Brasília",449 m² tot.,4 quartos,6 ban.,4 vaga,Publicado há 18 dias,"Explore o charme e a sofisticação das townhouses do Riviera Park Sul em nosso vídeo esclarecedor. Aqui, o design moderno se une ao conforto e à qualidade de vida, criando o lar perfeito para você. Assista ao vídeo e veja por si mesmo: Desfrute de um design contemporâneo, com espaços amplos e acabamentos de alta qualidade, que refletem um estilo de vida moderno e elegante. Cada townhouse é projetada pensando no seu bem-estar, garantindo privacidade total e segurança 24 horas. Conheça as exclusivas salas de veículos. Situadas em uma região privilegiada, as townhouses combinam a serenidade da natureza com a praticidade da vida urbana. Nosso vídeo detalha a proposta de vida em uma townhouse, mostrando como cada aspecto foi cuidadosamente planejado para atender às suas necessidades. Perfeitas para quem valoriza um lar que harmoniza estilo, conforto e qualidade. Entre em contato para mais informações e descubra como é viver no Riviera Park Sul. #RivieraParkSul. #TownhouseDeLuxo. #VidaModerna. #ArquiteturaContemporanea. #Confortoeprivacidade. #EstiloDeVidaElegante. #ImoveisDeAltoPadrao. #MoradiaExclusiva. #Designeinovação. #MercadoImobiliario. #LarDosSonhos. #ViverComEstilo. #CasasDeLuxo. #Urbanismoequalidade. #ImoveisBrasilia"
R$ 650.000,R$ 900 Condominio,"Águas Claras, Brasília",92 m² tot.,3 quartos,3 ban.,1 vaga,Publicado há 27 dias,"Rua 37 sul - Residencial Espanha - Águas Claras. Apartamento amplo composto por: - Sala ampla ampla em dois ambientes; - Cozinha planejada e integrada com área de serviço. - 03 Quartos, sendo 02 suítes. - 01 Banheiro social. - 01 Vagas de garagem. Condomínio: - Salão de Festas. - Piscina. - Brinquedoteca. - Área de churrasqueira. - Quadra. - Sauna. aceita financiamento. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada, bem como eventual vaga de garagem anunciada que deverá ser confirmada, pois se trata de vaga vinculada, área comum ou estacionamento público cercado. Plantão de atendimento. Ligue agora e agende sua visita! - 16/02/2024"
R$ 340.000,,"Lago Norte, Brasília",27 m² tot.,1 quartos,1 banheiro,1 vaga,Publicado há 26 dias,
